Bairros,Abolicao,Acari,Agua Santa,Alto da Boa Vista,Anchieta,Andarai,Anil,Bancarios,Bangu,Barra de Guaratiba,Barros Filho,Benfica,Bento Ribeiro,Bonsucesso,Botafogo,Bras de Pina,Cachambi,Cacuia,Caju,Camorim,Campinho,Cascadura,Catete,Catumbi,Cavalcanti,Cidade de Deus,Cidade Nova,Cocota,Coelho Neto,Colegio,Complexo do Alemao,Copacabana,Cordovil,Cosme Velho,Cosmos,Costa Barros,Curicica,Del Castilho,Deodoro,Encantado,Engenheiro Leal,Engenho da Rainha,Engenho de Dentro,Engenho Novo,Estacio,Flamengo,Freguesia Ilha do Governador,Freguesia de Jacarepagua,Galeao,Gamboa,Gardenia Azul,Gavea,Gloria,Grajau,Guadalupe,Guaratiba,Higienopolis,Honorio Gurgel,Humaita,Imperial de Sao Cristovao,Inhauma,Inhoaiba,Ipanema,Iraja,Itanhanga,Jacare,Jacarepagua,Jacarezinho,Jardim America,Jardim Botanico,Jardim Carioca,Jardim Guanabara,Jardim Sulacap,Joa,Lagoa,Laranjeiras,Leblon,Leme,Lins de Vasconcelos,Madureira,Magalhaes Bastos,Mangueira,Manguinhos,Maracana,Mare,Marechal Hermes,Maria da Graca,Meier,Monero,Olaria,Oswaldo Cruz,Paciencia,Padre Miguel,Paqueta,Parada de Lucas,Parque Anchieta,Parque Columbia,Pavuna,Pechincha,Pedra de Guaratiba,Penha,Penha Circular,Piedade,Pilares,Pitangueiras,Portuguesa,Praca da Bandeira,Praca Seca,Praia da Bandeira,Quintino Bocaiuva,Ramos,Realengo,Recreio dos Bandeirantes,Riachuelo,Ribeira,Ricardo de Albuquerque,Rio Comprido,Rocha,Rocha Miranda,Rocinha,Sampaio,Santa Cruz,Santa Teresa,Santissimo,Santo Cristo,Sao Conrado,Sao Francisco Xavier,Saude,Senador Camara,Senador Vasconcelos,Sepetiba,Tanque,Taquara,Taua,Tijuca,Todos os Santos,Tomas Coelho,Turiacu,Urca,Vargem Grande,Vargem Pequena,Vasco da Gama,Vaz Lobo,Vicente de Carvalho,Vidigal,Vigario Geral,Vila Cosmos,Vila da Penha,Vila Isabel,Vila Valqueire,Vista Alegre,Zumbi
Olaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5028205714533197,0.0,0.5351167439381197,0.0,0.6462902424765583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5434567182358032,0.0,0.0,0.0,0.0,0.5109863626856146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7419222374053882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5840884303156992,0.6349028039050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6198947578467584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6364539946336756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oswaldo Cruz,0.703822713079396,0.0,0.0,0.0,0.6314687335855836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9426839529905298,0.0,0.0,0.5428949688644935,0.6133148867947851,0.0,0.0,0.0,0.6431601961649337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7445402368232812,0.0,0.0,0.5196678233661151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5511860470254382,0.0,0.0,0.5019170273652123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5433509944099785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7742468706692704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5174822267168453,0.5088649840598171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6808534292276361,0.0,0.0,0.6206314937218065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6722283853790331,0.0,0.0,0.0,0.0,0.0,0.0,0.6117888142436411,0.0,0.0,0.0,0.0,0.5889368099679283,0.0,0.0,0.5707750185074596,0.0
Paciencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7972851438647465,0.0,0.6036705876225775,0.0,0.6633588002749806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7160263518182202,0.0,0.0,0.0,0.0,0.0,0.7968237979561296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5571523317641937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5287912633071291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.624472703032666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8677992121843459,0.0,0.6475959450201055,0.0,0.0,0.0,0.0,0.5377800842331493,0.6788069036648354,0.6201667467880858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6399340893161275,0.5555711516881777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Padre Miguel,0.0,0.0,0.0,0.0,0.7307124611276599,0.0,0.0,0.0,0.8238006993443607,0.0,0.5426266783175617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8171336713129597,0.0,0.0,0.7811001489944506,0.0,0.0,0.0,0.0,0.5825063730887141,0.0,0.0,0.0,0.0,0.734028923078162,0.6336614653438584,0.0,0.0,0.0,0.0,0.7197725551861727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7376687050869175,0.0,0.0,0.7399080290411508,0.0,0.0,0.0,0.733321146174471,0.0,0.0,0.0,0.0,0.0,0.0,0.5206093646158035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7315825908922324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6383081337366607,0.6200199933826678,0.6034518002364158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6372811038533235,0.0,0.6037440106540497,0.0,0.0,0.0,0.7209541811510286,0.0,0.0,0.7697237529102383,0.0,0.0,0.0,0.0,0.8295265615904058,0.0,0.0,0.0,0.0,0.8829613017730406,0.8082948025533949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6139828678908181,0.0,0.0,0.0,0.0,0.8179218958682731,0.0,0.0,0.0,0.6379195153855081,0.5945350164303669,0.0,0.0,0.5709881765361485,0.0
Paqueta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6824957786719305,0.0,0.6652594251861368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6129780215855726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6223861936936502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5080526779521696,0.0,0.0,0.0,0.0,0.0,0.5028738136402177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5449800371309838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5371832637560507,0.52600892048823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6203942180389102,0.0,0.5988554425035161
Parada de Lucas,0.0,0.8689833760119035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7598259665417467,0.5289108437117683,0.0,0.0,0.0,0.0,0.0,0.0,0.5291300334453507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7848614739667487,0.7327421371040257,0.0,0.7365724088294695,0.0,0.0,0.6772703747017192,0.0,0.0,0.6121321108361069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6239138141787882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7015358704624481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7044598223632613,0.7813637163962651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5345053631792934,0.5882799304267247,0.0,0.0,0.5713969745319168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5104144015632482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.581248673630495,0.0,0.838517299164112,0.0,0.0,0.0,0.0,0.0,0.0
Parque Anchieta,0.0,0.0,0.0,0.0,0.6483016107210775,0.0,0.0,0.0,0.5824646819160645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5722324429235329,0.0,0.0,0.8377652712146392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8614960689928145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5259983220065356,0.0,0.0,0.5316483470328774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5728863590316636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6383081337366607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7562703257064342,0.0,0.53366355933877,0.0,0.0,0.0,0.6278095871751401,0.0,0.0,0.510518101245917,0.0,0.0,0.0,0.0,0.5881758722738497,0.0,0.0,0.0,0.0,0.7528582912713903,0.5830650058288712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522134286635577,0.0,0.0,0.0,0.0,0.642253705885658,0.0,0.0,0.0,0.5713116933500588,0.0,0.0,0.0,0.0,0.0
Parque Columbia,0.0,0.6976046511634197,0.0,0.0,0.6400013876380307,0.0,0.0,0.0,0.5029526202885474,0.0,0.8051081294076082,0.522382161969583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5330596393142762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7001388853372135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6876208078826663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5336179809847101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999726332096712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6200199933826678,0.0,0.5345053631792934,0.0,0.0,0.6908772771632189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5583265397909561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5404956434538125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5426775720014934,0.0,0.0,0.0,0.0,0.0,0.0
Pavuna,0.0,0.789679328621275,0.0,0.0,0.609564163358812,0.0,0.0,0.0,0.5372181418398022,0.0,0.6570497044411244,0.8105200957729068,0.0,0.567990416915451,0.0,0.546274705412718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7707268660006985,0.712202781275448,0.0,0.0,0.7378977924637604,0.0,0.0,0.6745243067611585,0.0,0.0,0.5525817297526682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789673338117415,0.0,0.0,0.0,0.0,0.0,0.0,0.5193320628763707,0.0,0.57370711584476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6035943092534857,0.6243826026144134,0.0,0.6451734792490618,0.0,0.531529624821969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6034518002364158,0.0,0.5882799304267247,0.0,0.6908772771632189,0.0,0.0,0.0,0.500075943295974,0.547709311767059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6330224638171338,0.0,0.0,0.0,0.0,0.5783490253776791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5309599679424156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5367486004350703,0.6424860141184586,0.0,0.6766553396501801,0.0,0.0,0.0,0.0,0.0,0.0
Pechincha,0.6606475813135817,0.0,0.0,0.0,0.0,0.5289392668826238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7157142171874729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604077450820213,0.0,0.0,0.5283743441595687,0.0,0.0,0.0,0.0,0.8466908874574415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5316316412984545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7180721129461799,0.0,0.0,0.0,0.0,0.5941448779521642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7061004391034911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6742284771497705,0.5727935907139934,0.0,0.0,0.514834470937507,0.6194943856646125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5320132718166855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541114795291587,0.0,0.0,0.0,0.7004476831212089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5711564288682659,0.8394890687676494,0.0,0.0
Pedra de Guaratiba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8549955607927441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8606708596165873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7932599770718818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6223861936936502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5791887479841222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9233509101069747,0.5843920270766577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7818781467686652,0.8875929078571934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5526789620585831,0.0,0.0
Penha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5392585167227132,0.0,0.5574210883389745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556312081584988,0.5033984210004583,0.5762678069512748,0.0,0.6029948076009254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5019391094517021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5121660508410525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6753208593916344,0.0,0.0,0.5825524919207669,0.0,0.0,0.0,0.0,0.0,0.0,0.5840884303156992,0.0,0.0,0.0,0.0,0.5713969745319168,0.0,0.0,0.500075943295974,0.0,0.0,0.0,0.8318402412794638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5315923397087309,0.0,0.7647605148654739,0.0,0.0,0.0,0.0,0.0,0.0
Penha Circular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5618726730514101,0.0,0.7077613560251401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6611577609670034,0.0,0.0,0.0,0.6378561455210029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6802964893222474,0.6197966787300349,0.0,0.0,0.5508462867766889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8057999947976279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6349028039050081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547709311767059,0.0,0.0,0.8318402412794638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5556118916539772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5083208666403448,0.0,0.7086000766668445,0.0,0.0,0.0,0.0,0.0,0.0
Piedade,0.8076003197482828,0.0,0.5313064414055678,0.0,0.0,0.6441083579107182,0.0,0.0,0.0,0.0,0.0,0.0,0.6805671086956342,0.0,0.0,0.0,0.725952560614741,0.0,0.0,0.0,0.5193811883665981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8460228748809724,0.0,0.0,0.8869024310289266,0.7194338357232498,0.0,0.0,0.0,0.5347347226410745,0.0,0.0,0.0,0.0,0.0,0.5404073910157954,0.0,0.0,0.0,0.0,0.5162076348909579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6051811049750987,0.0,0.0,0.0,0.0,0.5594089244244209,0.0,0.0,0.0,0.5513012139484494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5927289344916065,0.0,0.0,0.5174822267168453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6742284771497705,0.0,0.0,0.0,0.0,0.6436877339514965,0.0,0.0,0.6239866790325919,0.5309064646902681,0.0,0.0,0.0,0.0,0.0,0.7228511944531768,0.0,0.0,0.6892242407913362,0.7111306004010625,0.0,0.0,0.0,0.0,0.6112010047122182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7262445335614143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6736368036287405,0.0,0.0
Pilares,0.6541768291170375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6064966244575152,0.0,0.0,0.0,0.6702935597926912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6368542389493174,0.0,0.0,0.6967613474528485,0.6627818851440405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5761027428199382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5529463942792749,0.0,0.7298017120811899,0.0,0.0,0.5088649840598171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5727935907139934,0.0,0.0,0.0,0.6436877339514965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5208695610539343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5886055881756972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5442762705442197,0.0,0.0,0.0
Pitangueiras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9677867036885134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6231498535810518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5670645622218979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7872611101012705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5226507579649613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8056501485431284,0.0,0.0,0.6786795725046931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9472827008318639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5259963081454495
Portuguesa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8783315853400552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5132038196358196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7257355377399739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9260556348831664,0.7720547430821719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8372461529520828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8056501485431284,0.0,0.0,0.0,0.8647022315437933,0.0,0.0,0.0,0.0,0.0,0.644479971960106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8232090858995268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8054197615478353
Praca da Bandeira,0.7264341114225257,0.0,0.0,0.0,0.0,0.7502871422289364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5147147009726931,0.0,0.7380283833873554,0.0,0.0,0.0,0.0,0.0,0.7101886117020194,0.0,0.0,0.0,0.7063673906573659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6702193728898297,0.0,0.0,0.6880049383836853,0.0,0.0,0.6663044322183406,0.0,0.0,0.0,0.0,0.0,0.5345645858304593,0.7620743336499298,0.0,0.0,0.0,0.0,0.0,0.6763834150643622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6403912934425076,0.0,0.0,0.0,0.0,0.0,0.6358842704932854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7485591794406252,0.0,0.0,0.6971371753839344,0.7212842079957411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.514834470937507,0.0,0.0,0.0,0.6239866790325919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7589472056589601,0.0,0.0,0.7087717025011206,0.6533214847942639,0.0,0.0,0.0,0.0,0.5174289468311892,0.0,0.0,0.0,0.0,0.7594908456749547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6011577063597124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5556242457896164,0.0,0.0,0.0
