,Comunidade,C.grau,C.clustering,C.closeness,C.cf.closeness,C.betweenness,C.cf.betweenness,C.load,C.harmonic
Lagoa,2,0.17218543046357615,0.35550746993424026,0.36561743341404357,0.024082420351479988,0.019072847682119205,0.04126640854722539,0.019072847682119205,66.7666666666667
Laranjeiras,2,0.17218543046357615,0.38420744071277174,0.3578199052132701,0.0240122949595531,0.003443708609271523,0.035671218377050465,0.003443708609271523,69.35000000000005
Leblon,2,0.11258278145695365,0.47571889704085407,0.3240343347639485,0.021535726874306528,8.830022075055188e-05,0.024631756073323387,8.830022075055188e-05,67.4166666666667
Leme,2,0.12582781456953643,0.3911595164989662,0.3240343347639485,0.02200314854129623,0.005298013245033113,0.032315049543087615,0.005298013245033113,61.750000000000036
Lins de Vasconcelos,2,0.0728476821192053,0.3132371535440716,0.3691931540342298,0.01765389866929407,0.015717439293598236,0.025876448143699528,0.015717439293598236,61.75000000000008
Madureira,1,0.0728476821192053,0.2951057928781656,0.34953703703703703,0.018149246328353182,0.012980132450331125,0.02494213736474641,0.012980132450331125,71.30000000000003
Magalhaes Bastos,3,0.13245033112582782,0.3759567088274696,0.3700980392156863,0.022457030129411366,0.01315673289183223,0.03266256172614233,0.01315673289183223,58.9166666666667
Mangueira,1,0.06622516556291391,0.3947799819097204,0.3552941176470588,0.017175100346928894,0.0037969094922737307,0.026562012518046265,0.0037969094922737307,70.33333333333337
Manguinhos,1,0.152317880794702,0.26774526614190247,0.37192118226600984,0.023182964547548823,0.02922737306843267,0.06020997108979692,0.02922737306843267,43.78333333333335
Maracana,2,0.1390728476821192,0.33362423576631073,0.37844611528822053,0.022738847442468367,0.025783664459161148,0.04712989717116828,0.025783664459161148,69.85000000000004
Mare,1,0.06622516556291391,0.40305733086810075,0.3254310344827586,0.017298245542771835,0.0032671081677704194,0.02172600705829078,0.0032671081677704194,66.71666666666673
Marechal Hermes,2,0.08609271523178808,0.2773431015775492,0.3871794871794872,0.01967730841140206,0.02490066225165563,0.047776169585258474,0.02490066225165563,69.0166666666667
Maria da Graca,2,0.07947019867549669,0.3794848969925866,0.3424036281179138,0.018920700373103484,0.009713024282560706,0.032073844018323416,0.009713024282560706,40.600000000000016
Meier,2,0.16556291390728478,0.3730744528021034,0.363855421686747,0.023883722495110796,0.009094922737306842,0.03709055148576671,0.009094922737306842,55.616666666666724
Monero,0,0.09271523178807947,0.3798037167308056,0.3793969849246231,0.018290747451758873,0.031876379690949225,0.048562700579094814,0.031876379690949225,61.98333333333339
Olaria,1,0.06622516556291391,0.32784483603705855,0.3304157549234136,0.016788362610864666,0.0031788079470198675,0.019129691628096555,0.0031788079470198675,52.61666666666672
Oswaldo Cruz,2,0.13245033112582782,0.27125513197429646,0.4015957446808511,0.02315627496083093,0.07364238410596026,0.08275470592548924,0.07364238410596026,58.850000000000065
Paciencia,3,0.09933774834437085,0.31537828655222694,0.3595238095238095,0.020579313832041434,0.05280353200883002,0.07921330901266802,0.05280353200883002,61.20000000000006
Padre Miguel,3,0.19205298013245034,0.36256975119675544,0.3595238095238095,0.024806783349587837,0.005474613686534216,0.04374529349701177,0.005474613686534216,62.966666666666725
Paqueta,0,0.0728476821192053,0.2763918064460674,0.3348115299334812,0.016767867249491964,0.02207505518763797,0.045901374974585886,0.02207505518763797,53.30000000000005
Parada de Lucas,1,0.12582781456953643,0.3435889229108102,0.3746898263027295,0.022363935660746122,0.010949227373068433,0.044187231545634795,0.010949227373068433,73.18333333333335
Parque Anchieta,3,0.12582781456953643,0.4549146707179647,0.33114035087719296,0.02163409486453507,0.004856512141280353,0.020506597593784905,0.004856512141280353,67.58333333333336
Parque Columbia,1,0.10596026490066225,0.36031083023033944,0.3561320754716981,0.020837874276286302,0.006004415011037528,0.026810489809828718,0.006004415011037528,52.616666666666696
Pavuna,1,0.1986754966887417,0.2661308813999636,0.371007371007371,0.02471070393074304,0.025077262693156733,0.054173603757642595,0.025077262693156733,66.70000000000003
Pechincha,2,0.12582781456953643,0.4137588554825637,0.3595238095238095,0.022101826096131504,0.003443708609271523,0.028878027975031133,0.003443708609271523,62.00000000000005
Pedra de Guaratiba,0,0.06622516556291391,0.474245181113248,0.326133909287257,0.017450998686162972,0.0005298013245033113,0.0312456762520791,0.0005298013245033113,57.66666666666673
Penha,1,0.10596026490066225,0.32174717672933373,0.3561320754716981,0.02025232099639015,0.021810154525386313,0.029229784861620884,0.021810154525386313,62.883333333333375
Penha Circular,1,0.09271523178807947,0.35972022483604393,0.3447488584474886,0.019814565294067707,0.0019426048565121413,0.031550030779122766,0.0019426048565121413,67.95000000000003
Piedade,2,0.17880794701986755,0.33113417086154784,0.40700808625336926,0.02439722925530155,0.03487858719646799,0.04740973244545966,0.03487858719646799,57.93333333333338
Pilares,2,0.09933774834437085,0.42532191386592033,0.3871794871794872,0.020433379786993118,0.018278145695364238,0.029737853607812177,0.018278145695364238,64.55000000000005
Pitangueiras,0,0.059602649006622516,0.5674525464899921,0.3424036281179138,0.015223128727355177,0.012008830022075055,0.021160503213567765,0.012008830022075055,74.65
Portuguesa,0,0.0728476821192053,0.6420976544785358,0.3165618448637317,0.016230481628284634,0.0,0.01830175305633922,0.0,62.00000000000004
Praca da Bandeira,2,0.17218543046357615,0.3496109646375348,0.3647342995169082,0.024230874616445703,0.004768211920529801,0.0434623284877362,0.004768211920529801,70.48333333333336
Praca Seca,2,0.09933774834437085,0.34664433887701807,0.37844611528822053,0.020174484248168905,0.018454746136865343,0.03478029663403167,0.018454746136865343,67.85000000000005
Praia da Bandeira,0,0.08609271523178808,0.505277970057714,0.3424036281179138,0.017284317637856927,0.00141280353200883,0.028558870407991013,0.00141280353200883,63.966666666666725
Quintino Bocaiuva,3,0.07947019867549669,0.5980095114214652,0.3233404710920771,0.018958668943064916,0.0006181015452538631,0.012315014812767753,0.0006181015452538631,71.08333333333336
Ramos,1,0.059602649006622516,0.35203514340533687,0.31392931392931395,0.01634308890522433,0.0018543046357615894,0.019197532344848778,0.0018543046357615894,67.85000000000007
Realengo,3,0.07947019867549669,0.5493539116629529,0.326133909287257,0.019228813845842633,0.0017660044150110375,0.02676207032648226,0.0017660044150110375,61.30000000000009
Recreio dos Bandeirantes,0,0.052980132450331126,0.2971916817124119,0.32127659574468087,0.014978538014351141,0.015011037527593819,0.029146380323845623,0.015011037527593819,36.73333333333334
Riachuelo,2,0.152317880794702,0.375215620948262,0.361244019138756,0.023212441883902885,0.008653421633554084,0.031483185815453944,0.008653421633554084,65.76666666666668
Ribeira,0,0.06622516556291391,0.5907770829684105,0.305668016194332,0.015174958928374378,0.0023841059602649007,0.01616530687634194,0.0023841059602649007,70.70000000000003
Ricardo de Albuquerque,3,0.152317880794702,0.3783231152129775,0.3922077922077922,0.023487965264519867,0.009006622516556291,0.036209012190551025,0.009006622516556291,63.58333333333338
Rio Comprido,2,0.17218543046357615,0.33428285143435904,0.3691931540342298,0.02353955059798771,0.02631346578366446,0.03551763912790515,0.02631346578366446,58.400000000000084
Rocha,2,0.09271523178807947,0.46097361156150485,0.34872979214780603,0.02018869536757354,0.0060927152317880795,0.023666711253627175,0.0060927152317880795,57.08333333333338
Rocha Miranda,3,0.16556291390728478,0.35348859914416697,0.39425587467362927,0.023971176002963387,0.019867549668874173,0.04341668041668079,0.019867549668874173,65.06666666666669
Rocinha,1,0.039735099337748346,0.3690105910543308,0.3416289592760181,0.012505737387021171,0.012185430463576159,0.01615136690098201,0.012185430463576159,73.11666666666669
Sampaio,1,0.07947019867549669,0.2811565205540961,0.3822784810126582,0.018510072425519476,0.026225165562913908,0.03668867787534104,0.026225165562913908,65.85000000000002
Santa Cruz,3,0.06622516556291391,0.2706749893845077,0.33705357142857145,0.016432843680803087,0.041677704194260486,0.06377632229985328,0.041677704194260486,60.45000000000007
Santa Teresa,2,0.17218543046357615,0.2835522551084847,0.3852040816326531,0.02373624529345608,0.05227373068432671,0.050725803021371516,0.05227373068432671,72.41666666666669
Santissimo,3,0.11920529801324503,0.49914377188823955,0.3544600938967136,0.0221542279014509,0.001501103752759382,0.027514083411269145,0.001501103752759382,59.86666666666676
Santo Cristo,1,0.07947019867549669,0.3501844541677386,0.34085778781038373,0.018458545974904622,0.0025607064017660044,0.03459756042222146,0.0025607064017660044,72.53333333333336
Sao Conrado,2,0.11920529801324503,0.3838167303098491,0.3254310344827586,0.021363677664690866,0.005739514348785872,0.030482231177224265,0.005739514348785872,64.43333333333337
Sao Francisco Xavier,1,0.06622516556291391,0.3438862743324427,0.3304157549234136,0.016729559892634846,0.006181015452538631,0.026959999894791586,0.006181015452538631,67.11666666666673
Saude,1,0.06622516556291391,0.2341304631625281,0.33856502242152464,0.01737237812370373,0.009801324503311257,0.034745768204495264,0.009801324503311257,65.60000000000007
Senador Camara,3,0.19205298013245034,0.3607484018109029,0.3691931540342298,0.024612212893005015,0.01924944812362031,0.044373398125017206,0.01924944812362031,64.4666666666667
Senador Vasconcelos,3,0.11258278145695365,0.5128918826845698,0.3447488584474886,0.021764550799573804,0.0,0.026310749320070482,0.0,74.01666666666667
Sepetiba,0,0.06622516556291391,0.4213273902265922,0.3172268907563025,0.01682381406428922,0.022251655629139073,0.04672370759053541,0.022251655629139073,63.96666666666673
Tanque,2,0.11258278145695365,0.3043801048039747,0.360381861575179,0.020919715969799406,0.031788079470198675,0.05593175603946322,0.031788079470198675,59.833333333333385
Taquara,4,0.019867549668874173,0.4473970750039981,0.25463743676222594,0.006256845687352884,0.007328918322295806,0.012637152263905526,0.007328918322295806,70.28333333333336
Taua,0,0.059602649006622516,0.4896200545864706,0.3400900900900901,0.015607653814106384,0.002913907284768212,0.029381836538415626,0.002913907284768212,71.08333333333336
Tijuca,2,0.06622516556291391,0.4507022539645568,0.3296943231441048,0.017432016267532165,0.005209713024282561,0.016325164957980767,0.005209713024282561,58.400000000000084
Todos os Santos,2,0.152317880794702,0.3934997055386564,0.4037433155080214,0.02378386827826442,0.01368653421633554,0.04427321869607155,0.01368653421633554,66.18333333333338
Tomas Coelho,1,0.046357615894039736,0.3153633619453685,0.3447488584474886,0.014296013663864073,0.008830022075055188,0.022526601660226263,0.008830022075055188,62.05000000000005
Turiacu,3,0.08609271523178808,0.4681581736867541,0.3199152542372881,0.018993196619075066,0.004061810154525386,0.020168908421157945,0.004061810154525386,71.48333333333335
Urca,2,0.12582781456953643,0.4161724378854528,0.32196162046908317,0.021968066581060534,0.007682119205298013,0.02787282031436719,0.007682119205298013,55.30000000000006
Vargem Grande,0,0.08609271523178808,0.3585261205485886,0.3552941176470588,0.018937945455117122,0.025695364238410595,0.05513864477152263,0.025695364238410595,62.333333333333414
Vargem Pequena,0,0.08609271523178808,0.36176303817569816,0.360381861575179,0.019062039474836895,0.041147902869757176,0.04739525150080866,0.041147902869757176,73.18333333333334
Vasco da Gama,1,0.06622516556291391,0.42026810095830464,0.33856502242152464,0.016873937156796453,0.005562913907284768,0.025918382636728098,0.005562913907284768,34.64999999999999
Vaz Lobo,3,0.18543046357615894,0.35290492746843694,0.39425587467362927,0.024483384985779923,0.021986754966887418,0.04124536431388668,0.021986754966887418,64.28333333333339
Vicente de Carvalho,1,0.10596026490066225,0.38339402893053903,0.3511627906976744,0.020849435182597256,0.006975717439293598,0.0255414295259524,0.006975717439293598,56.050000000000054
Vidigal,1,0.039735099337748346,0.23729211973922662,0.32196162046908317,0.012582067035687906,0.007152317880794702,0.020425049127925286,0.007152317880794702,70.66666666666667
Vigario Geral,1,0.1390728476821192,0.30781682656130716,0.39018087855297157,0.02275626599194491,0.027196467991169978,0.046404264245716795,0.027196467991169978,70.00000000000003
Vila Cosmos,3,0.152317880794702,0.3308303990648157,0.361244019138756,0.022811471966837523,0.011479028697571744,0.0324953571419463,0.011479028697571744,62.06666666666671
Vila da Penha,3,0.059602649006622516,0.5019568378917082,0.3431818181818182,0.01697030649353864,0.0013245033112582781,0.022535484654866468,0.0013245033112582781,71.71666666666671
Vila Isabel,2,0.10596026490066225,0.5060795925197418,0.33705357142857145,0.021090198747093832,0.001501103752759382,0.019402757366856014,0.001501103752759382,64.43333333333341
Vila Valqueire,2,0.13245033112582782,0.23691158289461295,0.3765586034912718,0.022447218461495118,0.0519205298013245,0.06962183549654041,0.0519205298013245,58.5333333333334
Vista Alegre,3,0.09271523178807947,0.2920647639998782,0.3629807692307692,0.020182493084228943,0.026666666666666665,0.05468619239658742,0.026666666666666665,65.90000000000003
Zumbi,0,0.08609271523178808,0.4938453298450196,0.33705357142857145,0.017241932533074947,0.002207505518763797,0.027639167445905242,0.002207505518763797,61.78333333333337
