,Comunidade,C.grau,C.clustering,C.closeness,C.cf.closeness,C.betweenness,C.cf.betweenness,C.load,C.harmonic
Sepetiba,3,0.034722222222222224,0.8410083157941353,0.233387358184765,0.004076470300001995,0.0135003885003885,0.014900352124277856,0.0135003885003885,69.05
Tanque,0,0.3263888888888889,0.7387089755423847,0.51985559566787,0.0302050174825594,0.00505050505050505,0.014753583228635207,0.00505050505050505,107.09999999999998
Taquara,0,0.2569444444444444,0.7306682444861416,0.496551724137931,0.02937071768153847,0.006604506604506604,0.012880193804872658,0.006604506604506604,43.821428571428584
Taua,0,0.4444444444444444,0.6282629649127246,0.555984555984556,0.031053049847111845,0.00844988344988345,0.022654101590548013,0.00844988344988345,98.26666666666665
Todos os Santos,0,0.3472222222222222,0.6960982632319598,0.51985559566787,0.030434959413796262,0.01252913752913753,0.02595351051996357,0.01252913752913753,85.34999999999998
Tomas Coelho,2,0.3263888888888889,0.7311562114675917,0.5236363636363637,0.030230465189092337,0.004759129759129759,0.016609810655098384,0.004759129759129759,104.31666666666665
Turiacu,2,0.3055555555555555,0.7905894667407263,0.5017421602787456,0.02999676857354525,0.001651126651126651,0.012427282338925224,0.001651126651126651,53.20238095238101
Urca,4,0.013888888888888888,0.0,0.2656826568265683,0.0059330268248106235,0.015151515151515152,0.021633049935922622,0.015151515151515152,96.21666666666665
Vargem Grande,3,0.034722222222222224,0.8399247849537261,0.233387358184765,0.0040796445721311666,0.0,0.015134451344282991,0.0,97.29999999999998
Vargem Pequena,3,0.041666666666666664,0.6888657041744201,0.23376623376623376,0.004115502667346168,0.0,0.018528745894414198,0.0,48.44523809523814
Vasco da Gama,1,0.14583333333333331,0.6724123301515835,0.4444444444444444,0.026697257143876177,0.0019425019425019425,0.012945187763882184,0.0019425019425019425,74.01666666666667
Vaz Lobo,2,0.5277777777777778,0.5955307644328803,0.576,0.031465254395827064,0.0027195027195027195,0.02823772366206885,0.0027195027195027195,111.31666666666666
Vicente de Carvalho,2,0.2708333333333333,0.7530514702189632,0.4864864864864865,0.02958852579500557,0.002136752136752137,0.01339487699830077,0.002136752136752137,49.38571428571434
Vigario Geral,1,0.3263888888888889,0.606678726045203,0.5017421602787456,0.030170997707233003,0.008158508158508158,0.02061753879668424,0.008158508158508158,91.51666666666665
Vila Cosmos,2,0.41666666666666663,0.6088832851841004,0.5454545454545454,0.030908328314441267,0.015734265734265736,0.027167420291564732,0.015734265734265736,80.75
Vila da Penha,2,0.3472222222222222,0.7369953127793344,0.5161290322580645,0.030420161857407556,0.0006798756798756799,0.015434376489434557,0.0006798756798756799,67.78333333333333
Vila Isabel,0,0.3958333333333333,0.653828570587387,0.5373134328358209,0.030794769346505012,0.006798756798756799,0.02930204972802946,0.006798756798756799,72.81666666666668
Vila Valqueire,0,0.3263888888888889,0.7335375100732875,0.5236363636363637,0.03022826789256286,0.0013597513597513598,0.019000275002004886,0.0013597513597513598,85.09999999999998
Vista Alegre,2,0.40277777777777773,0.6959915871206037,0.5393258426966292,0.03083080720431018,0.003108003108003108,0.01876970216031353,0.003108003108003108,38.070238095238096
Zumbi,0,0.20138888888888887,0.8323986017333624,0.4458204334365325,0.028402882446402343,0.00019425019425019425,0.009748264766289583,0.00019425019425019425,88.41666666666666
